,Record Count Num,Reference Number,Trade Status,TRACE Symbol,CUSIP,Bloomberg Identifier,Sub Product,When Issued Indicator,Remuneration,Quantity,Price,Yield Direction,Yield,As Of Indicator,Execution Date,Execution Time,Trade Report Date,Trade Report Time,Settlement Date,Trade Modifier 3,Trade Modifier 4,Buy/Sell Indicator,Buyer Commission,Buyer Capacity,Seller Commission,Seller Capacity,Reporting Party Type,Contra Party Indicator,Locked In Indicator,ATS Indicator,Special Price Indicator,Trading Market Indicator,Dissemination Flag,Prior Trade Report Date,Prior Reference Number,First Trade Control Date,First Trade Control Number
0,1,79.0,T,HXSCF5111716,78392BAC1,BBG00YRXT4J3,C144A,N,,200000.0,67.875,,7.751404,A,20221110.0,213849.0,20221111.0,80012.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,79.0
1,2,165.0,T,SHG4822142,82460CAN4,BBG00NQH5QP3,C144A,N,,255000.0,88.096,,6.275189,,20221111.0,32234.0,20221111.0,80013.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,165.0
2,3,182.0,T,EERGF5146481,M4R2A7AC2,BBG00ZH95TN0,C144A,N,,2920000.0,89.375,,,A,20221109.0,41553.0,20221111.0,80013.0,20221114.0,Z,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,182.0
3,4,184.0,T,EERGF5146481,M4R2A7AC2,BBG00ZH95TN0,C144A,N,,80000.0,89.375,,,A,20221109.0,41553.0,20221111.0,80013.0,20221114.0,Z,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,184.0
4,5,221.0,T,SHG5393535,82460EAR1,BBG016FV1HK9,C144A,N,,800000.0,87.681,,6.115289,,20221111.0,51215.0,20221111.0,80014.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,221.0
5,6,313.0,T,ANRTY5022439,00652MAG7,BBG00W1L8T90,C144A,N,,2000000.0,83.0,,8.66193,A,20221110.0,213336.0,20221111.0,80029.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,313.0
6,7,355.0,T,SHG4822142,82460CAN4,BBG00NQH5QP3,C144A,N,,255000.0,88.096,,6.275189,,20221111.0,32234.0,20221111.0,80033.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,355.0
7,8,356.0,T,SHG4822142,82460CAN4,BBG00NQH5QP3,C144A,N,,255000.0,88.096,,6.275189,,20221111.0,32234.0,20221111.0,80034.0,20221115.0,,,S,0.0,,0.0,P,D,A,,,,S1,Y,,,20221111.0,356.0
8,9,367.0,T,SHG5393535,82460EAR1,BBG016FV1HK9,C144A,N,,800000.0,87.681,,6.115289,,20221111.0,51215.0,20221111.0,80034.0,20221115.0,,,S,0.0,,0.0,P,D,A,,,,S1,Y,,,20221111.0,367.0
9,10,368.0,T,SHG5393535,82460EAR1,BBG016FV1HK9,C144A,N,,800000.0,87.681,,6.115289,,20221111.0,51215.0,20221111.0,80035.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,368.0
10,11,373.0,T,UOVE5390542,91127KAH5,BBG016GGGKR1,C144A,N,,2000000.0,89.2,,,A,20221110.0,224049.0,20221111.0,80036.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,373.0
11,12,375.0,T,UOVE5390542,91127KAH5,BBG016GGGKR1,C144A,N,,4000000.0,89.2,,,A,20221110.0,213118.0,20221111.0,80037.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,375.0
12,13,409.0,T,UOVE5390542,91127KAH5,BBG016GGGKR1,C144A,N,,3008000.0,89.2,,,,20221111.0,23636.0,20221111.0,80101.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,409.0
13,14,428.0,T,EKOT5201387,27889PAB9,BBG011BZD2S7,C144A,N,,235000.0,80.1,,,,20221111.0,40904.0,20221111.0,80103.0,20221115.0,,,S,0.0,,0.0,A,T,C,,Y,,S1,Y,,,20221111.0,428.0
14,15,429.0,T,EKOT5201387,27889PAB9,BBG011BZD2S7,C144A,N,,235000.0,80.1,,,,20221111.0,40904.0,20221111.0,80103.0,20221115.0,,,B,0.0,A,0.0,,T,C,,Y,,S1,Y,,,20221111.0,429.0
15,16,472.0,T,PETFF5385466,36830BAF2,BBG0169DTST3,C144A,N,,5000000.0,73.0,,7.483804,A,20221110.0,211403.0,20221111.0,80105.0,20221115.0,,,B,0.0,A,0.0,,D,C,,,,S1,Y,,,20221111.0,472.0
16,17,473.0,T,PETFF5385466,36830BAF2,BBG0169DTST3,C144A,N,,5000000.0,73.0,,7.483804,A,20221110.0,211403.0,20221111.0,80105.0,20221115.0,,,S,0.0,,0.0,A,D,A,,,,S1,Y,,,20221111.0,473.0
17,18,503.0,T,WYNN4541954,98313RAD8,BBG00HP95Q84,C144A,N,,200000.0,75.407,,12.358868,,20221111.0,12715.0,20221111.0,80113.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,503.0
18,19,549.0,T,SCGL5135479,83368TBB3,BBG00ZDMZJ27,C144A,N,,250000.0,63.808,,7.219314,,20221111.0,32249.0,20221111.0,80113.0,20221115.0,,,S,0.0,,0.0,P,D,A,,,,S1,Y,,,20221111.0,549.0
19,20,632.0,T,POFC5301706,716473AE3,BBG013KKCSB8,C144A,N,,200000.0,73.495,,19.617294,,20221111.0,44446.0,20221111.0,80116.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,632.0
20,21,809.0,T,WYNN4541954,98313RAD8,BBG00HP95Q84,C144A,N,,200000.0,75.407,,12.358868,,20221111.0,12715.0,20221111.0,80232.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,809.0
21,22,812.0,R,OFMI5172052,68621CAA7,BBG0105TTZN5,C144A,N,N,1500000.0,62.0,,21.123932,A,20221110.0,84036.0,20221111.0,80232.0,20221115.0,Z,,B,0.0,A,0.0,,D,C,,,,S1,Y,20221110.0,6444.0,20221110.0,6444.0
22,23,6444.0,C,OFMI5172052,68621CAA7,BBG0105TTZN5,C144A,N,N,1500000.0,62.001641,,21.123,A,20221110.0,84036.0,20221111.0,80232.0,20221115.0,,,B,0.0,A,0.0,,D,C,,,,S1,Y,,,20221110.0,6444.0
23,24,813.0,R,OFMI5172052,68621CAA7,BBG0105TTZN5,C144A,N,N,1500000.0,62.0,,21.123932,A,20221110.0,84036.0,20221111.0,80232.0,20221115.0,Z,,S,0.0,,0.0,A,D,A,,,,S1,Y,20221110.0,6445.0,20221110.0,6445.0
24,25,6445.0,C,OFMI5172052,68621CAA7,BBG0105TTZN5,C144A,N,N,1500000.0,62.001641,,21.123,A,20221110.0,84036.0,20221111.0,80232.0,20221115.0,,,S,0.0,,0.0,A,D,A,,,,S1,Y,,,20221110.0,6445.0
25,26,77465.0,X,TSQ5098316,892231AB7,BBG00YJJVG94,C144A,N,,1000000.0,92.25,,9.735815,A,20221110.0,122942.0,20221111.0,80439.0,20221115.0,,,B,0.0,A,0.0,,D,C,,,,S1,Y,,,20221110.0,77465.0
26,27,77466.0,X,TSQ5098316,892231AB7,BBG00YJJVG94,C144A,N,,1000000.0,92.25,,9.735815,A,20221110.0,122942.0,20221111.0,80439.0,20221115.0,,,S,0.0,,0.0,A,D,A,,,,S1,Y,,,20221110.0,77466.0
27,28,878.0,T,TSQ5098316,892231AB7,BBG00YJJVG94,C144A,N,,1000000.0,92.25,,9.735815,A,20221110.0,122942.0,20221111.0,80439.0,20221115.0,Z,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,878.0
28,29,47282.0,X,ILDH5280109,449691AC8,BBG012V276L1,C144A,N,,2000000.0,90.25,,9.168551,A,20221109.0,83234.0,20221111.0,80447.0,20221114.0,Z,,B,0.0,A,0.0,,D,A,,,,S1,Y,,,20221110.0,47282.0
29,30,47283.0,X,ILDH5280109,449691AC8,BBG012V276L1,C144A,N,,2000000.0,90.25,,9.168551,A,20221109.0,83234.0,20221111.0,80447.0,20221114.0,Z,,S,0.0,,0.0,A,D,A,,,,S1,Y,,,20221110.0,47283.0
30,31,882.0,T,ILDH5280109,449691AC8,BBG012V276L1,C144A,N,,2000000.0,90.25,,9.168551,A,20221109.0,83234.0,20221111.0,80447.0,20221114.0,Z,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,882.0
31,32,894.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.374,,8.758682,,20221111.0,80752.0,20221111.0,80759.0,20221115.0,,,B,0.0,A,0.0,,T,D,,Y,,S1,N,,,20221111.0,894.0
32,33,895.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.374,,8.758682,,20221111.0,80752.0,20221111.0,80759.0,20221115.0,,,S,0.0,,0.0,A,T,D,,Y,,S1,Y,,,20221111.0,895.0
33,34,896.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.274,,8.780818,,20221111.0,80752.0,20221111.0,80801.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,896.0
34,35,897.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.274,,8.780818,,20221111.0,80752.0,20221111.0,80811.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,897.0
35,36,898.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.374,,8.758682,,20221111.0,80752.0,20221111.0,80812.0,20221115.0,,,S,0.0,,0.0,P,D,T,,Y,,S1,Y,,,20221111.0,898.0
36,37,899.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.374,,8.758682,,20221111.0,80752.0,20221111.0,80812.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,899.0
37,38,900.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.374,,8.758682,,20221111.0,80752.0,20221111.0,80812.0,20221115.0,,,B,0.0,P,0.0,,D,T,,Y,,S1,N,,,20221111.0,900.0
38,39,932.0,T,SCHY4838001,44963BAD0,BBG00P81D641,C144A,N,,200000.0,88.374,,8.758682,,20221111.0,81005.0,20221111.0,81116.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,932.0
39,40,1036.0,R,LINT5154024,531465AA0,BBG00ZS1GXL6,C144A,N,,75000.0,71.75,,1.75809,A,20221110.0,160827.0,20221111.0,83319.0,20221115.0,Z,,S,0.0,,0.0,P,D,D,,,,S1,Y,20221110.0,169826.0,20221110.0,169826.0
40,41,169826.0,C,LINT5154024,531465AA0,BBG00ZS1GXL6,C144A,N,,75000.0,71.75,,1.75809,A,20221110.0,160827.0,20221111.0,83319.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221110.0,169826.0
41,42,1052.0,T,TNDM4987583,875372AA2,BBG00TSX2J72,C144A,N,,2000000.0,89.25,,6.282047,,20221111.0,83804.0,20221111.0,83807.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1052.0
42,43,1091.0,T,BNPQF5501521,05565AS20,BBG01BFYXYZ4,C144A,N,,1000000.0,103.5,,,,20221111.0,84826.0,20221111.0,85029.0,20221117.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1091.0
43,44,1144.0,T,SHLF4594334,822538AE4,BBG00JX6KRP9,C144A,N,,2000000.0,88.5,,14.394459,,20221111.0,90549.0,20221111.0,90558.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1144.0
44,45,1144.0,C,SHLF4594334,822538AE4,BBG00JX6KRP9,C144A,N,,2000000.0,88.5,,14.394459,,20221111.0,90549.0,20221111.0,91402.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1144.0
45,46,1163.0,R,SHLF4594334,822538AE4,BBG00JX6KRP9,C144A,N,,2000000.0,88.5,,14.394459,,20221111.0,85628.0,20221111.0,91402.0,20221115.0,Z,,B,0.0,P,0.0,,D,C,,,,S1,Y,20221111.0,1144.0,20221111.0,1144.0
46,47,1285.0,T,IACF4857901,44932KAA4,BBG00P815RB6,C144A,N,,250000.0,92.7746,,3.133194,,20221111.0,93257.0,20221111.0,93304.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1285.0
47,48,1291.0,T,NOG5488906,665531AH2,BBG01B05S0T0,C144A,N,,100000.0,121.3022,,0.273646,,20221111.0,93138.0,20221111.0,93339.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1291.0
48,49,1293.0,T,SKIN5255705,88331LAA6,BBG012G1BZG7,C144A,N,,1000000.0,75.9055,,8.703056,,20221111.0,93348.0,20221111.0,93349.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1293.0
49,50,1297.0,T,SKIN5255705,88331LAA6,BBG012G1BZG7,C144A,N,,2000000.0,75.7963,,8.742775,,20221111.0,93409.0,20221111.0,93409.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1297.0
50,51,1315.0,T,SKIN5255705,88331LAA6,BBG012G1BZG7,C144A,N,,1000000.0,75.8111,,8.737388,,20221111.0,93718.0,20221111.0,93719.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1315.0
51,52,1364.0,T,NMFC5496971,647551AD2,BBG01B90R228,C144A,N,,190000.0,100.375,,7.355242,,20221111.0,94314.0,20221111.0,94315.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1364.0
52,53,1396.0,T,IHS5306308,44963HAB1,BBG013MXQ550,C144A,N,,8882000.0,73.25,,12.729575,,20221111.0,94618.0,20221111.0,94702.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1396.0
53,54,1413.0,T,LCID5321247,549498AA1,BBG014085TF7,C144A,N,,2000000.0,60.9481,,14.17128,,20221111.0,94856.0,20221111.0,94856.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1413.0
54,55,1480.0,T,NCLH5304945,62886HBC4,BBG013JZ3RQ3,C144A,N,,2500000.0,78.1533,,7.179847,,20221111.0,95550.0,20221111.0,95608.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1480.0
55,56,1484.0,T,JCOM4911636,48123VAD4,BBG00QTZYG00,C144A,N,,750000.0,104.0,,0.723783,,20221111.0,95654.0,20221111.0,95700.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1484.0
56,57,1543.0,T,SNAP5359242,83304AAG1,BBG01573S4W9,C144A,N,,5000000.0,67.6743,,7.668342,,20221111.0,100507.0,20221111.0,100508.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1543.0
57,58,1571.0,T,IACF4837224,44932FAA5,BBG00P810LQ8,C144A,N,,3200000.0,92.2746,,3.172694,,20221111.0,100932.0,20221111.0,100936.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1571.0
58,59,1590.0,T,ALNY5474929,02043QAA5,BBG019LVCV78,C144A,N,,550000.0,102.05,,0.569363,,20221111.0,101019.0,20221111.0,101224.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1590.0
59,60,1611.0,T,HALO5463255,40637HAE9,BBG0196010D6,C144A,N,,635000.0,113.375,-,1.237079,,20221111.0,101612.0,20221111.0,101618.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1611.0
60,61,1625.0,T,NCLH5304945,62886HBC4,BBG013JZ3RQ3,C144A,N,N,1500000.0,78.244,,7.150882,,20221111.0,101810.0,20221111.0,101820.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1625.0
61,62,1652.0,T,IACF4837224,44932FAA5,BBG00P810LQ8,C144A,N,,1000000.0,93.273,,2.863532,,20221111.0,102242.0,20221111.0,102242.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1652.0
62,63,1656.0,T,NCLH5304945,62886HBC4,BBG013JZ3RQ3,C144A,N,,1475000.0,78.7117,,7.002124,,20221111.0,102252.0,20221111.0,102310.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1656.0
63,64,1657.0,T,NCLH5304945,62886HBC4,BBG013JZ3RQ3,C144A,N,,1025000.0,78.7117,,7.002124,,20221111.0,102259.0,20221111.0,102311.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,1657.0
64,65,1676.0,T,NCLH5304945,62886HBC4,BBG013JZ3RQ3,C144A,N,,1025000.0,78.7117,,7.002124,,20221111.0,102530.0,20221111.0,102531.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,1676.0
65,66,1698.0,T,CYTK5440656,23282WAB6,BBG018LQPWB0,C144A,N,N,1000000.0,106.7362,,1.96956,,20221111.0,102702.0,20221111.0,102720.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1698.0
66,67,1726.0,T,CS4869946,22549JY95,BBG00PXQCWS6,C144A,N,,5000000.0,127.44,-,16.937752,,20221111.0,103240.0,20221111.0,103244.0,20221115.0,,,B,0.0,A,0.0,,D,C,,,,S1,Y,,,20221111.0,1726.0
67,68,1727.0,T,CS4869946,22549JY95,BBG00PXQCWS6,C144A,N,N,5000000.0,127.44,-,16.937752,,20221111.0,103240.0,20221111.0,103244.0,20221115.0,,,S,0.0,,0.0,A,D,A,,,,S1,Y,,,20221111.0,1727.0
68,69,1731.0,T,SRPT5476222,803607AC4,BBG019M33H98,C144A,N,,2000000.0,103.0626,,0.606031,,20221111.0,103204.0,20221111.0,103409.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1731.0
69,70,1732.0,T,IACF4857901,44932KAA4,BBG00P815RB6,C144A,N,,2324000.0,93.6095,,2.997276,,20221111.0,103213.0,20221111.0,103414.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1732.0
70,71,1755.0,T,NOG5488906,665531AH2,BBG01B05S0T0,C144A,N,,1500000.0,120.3846,,0.403617,,20221111.0,104106.0,20221111.0,104107.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1755.0
71,72,1762.0,T,NEE5089676,65341BAD8,BBG00YD6TVS7,C144A,N,,685000.0,107.95,,,,20221111.0,104355.0,20221111.0,104355.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1762.0
72,73,1773.0,T,RCL5470887,780153BP6,BBG0191GC6V1,C144A,N,,234000.0,139.5,-,6.810192,,20221111.0,104635.0,20221111.0,104636.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1773.0
73,74,1786.0,T,IACF4857901,44932KAA4,BBG00P815RB6,C144A,N,,2250000.0,93.8581,,2.957067,,20221111.0,104813.0,20221111.0,104813.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1786.0
74,75,1797.0,T,NOG5488906,665531AH2,BBG01B05S0T0,C144A,N,,2000000.0,120.505,,0.386499,,20221111.0,104721.0,20221111.0,104924.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1797.0
75,76,1802.0,T,IACF4837224,44932FAA5,BBG00P810LQ8,C144A,N,,4000000.0,93.1752,,2.893648,,20221111.0,104743.0,20221111.0,104945.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1802.0
76,77,1856.0,T,SMTC5487302,816850AE1,BBG019Z09FG0,C144A,N,,1500000.0,102.539,,1.097633,,20221111.0,105844.0,20221111.0,105846.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1856.0
77,78,1870.0,T,LBDBV5082243,530307AC1,BBG00Y8XBBX1,C144A,N,,75000.0,95.125,,1.463283,,20221111.0,110245.0,20221111.0,110252.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1870.0
78,79,1882.0,T,LMCA5461165,531229AL6,BBG0194CJ221,C144A,N,,1284000.0,93.6942,,3.709532,,20221111.0,110421.0,20221111.0,110424.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1882.0
79,80,1889.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1000000.0,98.9212,,0.458196,,20221111.0,110540.0,20221111.0,110555.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,1889.0
80,81,1895.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1363000.0,98.9213,,0.458176,,20221111.0,110630.0,20221111.0,110649.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,1895.0
81,82,1898.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1000000.0,98.8212,,0.477621,,20221111.0,110815.0,20221111.0,110819.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,1898.0
82,83,1908.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1000000.0,98.8212,,0.477621,,20221111.0,110908.0,20221111.0,110914.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,1908.0
83,84,1909.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1000000.0,98.9212,,0.458196,,20221111.0,110908.0,20221111.0,110914.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,1909.0
84,85,1912.0,T,MP5154515,553368AA9,BBG00ZSBLH79,C144A,N,,50000.0,105.625,-,1.371289,,20221111.0,110811.0,20221111.0,110921.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,1912.0
85,86,1915.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1363000.0,98.8713,,0.467886,,20221111.0,111111.0,20221111.0,111115.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,1915.0
86,87,1916.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1363000.0,98.9213,,0.458176,,20221111.0,111111.0,20221111.0,111115.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,1916.0
87,88,1923.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1363000.0,98.8713,,0.467886,,20221111.0,111204.0,20221111.0,111205.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,1923.0
88,89,1928.0,T,NEE5203840,65341BAE6,BBG011FFXSS8,C144A,N,N,10000000.0,98.3627,,,,20221111.0,111249.0,20221111.0,111300.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,1928.0
89,90,1949.0,T,RPAY5111882,76029LAA8,BBG00YXM4G28,C144A,N,,4000000.0,70.0938,,,,20221111.0,111642.0,20221111.0,111643.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1949.0
90,91,1952.0,T,MP5154515,553368AA9,BBG00ZSBLH79,C144A,N,,50000.0,105.625,-,1.371289,,20221111.0,111611.0,20221111.0,111710.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,1952.0
91,92,1980.0,T,NEE5089676,65341BAD8,BBG00YD6TVS7,C144A,N,,250000.0,108.5415,,,,20221111.0,112054.0,20221111.0,112108.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,1980.0
92,93,2030.0,T,WOLF5354023,977852AA0,BBG015031259,C144A,N,,1000000.0,98.2476,,0.589465,,20221111.0,113300.0,20221111.0,113307.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2030.0
93,94,2032.0,T,NEE5203840,65341BAE6,BBG011FFXSS8,C144A,N,N,10000000.0,98.5326,,,,20221111.0,113341.0,20221111.0,113400.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,2032.0
94,95,2063.0,T,RPAY5111882,76029LAA8,BBG00YXM4G28,C144A,N,,10000000.0,68.9235,,,,20221111.0,114111.0,20221111.0,114112.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2063.0
95,96,2070.0,T,SRPT5476222,803607AC4,BBG019M33H98,C144A,N,,2000000.0,102.3016,,0.763998,,20221111.0,114021.0,20221111.0,114224.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2070.0
96,97,2085.0,T,ZTO5467435,98980AAA3,BBG019CGTBY7,C144A,N,,1000000.0,89.777,,3.855404,,20221111.0,114727.0,20221111.0,114733.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,2085.0
97,98,2100.0,T,NOG5488906,665531AH2,BBG01B05S0T0,C144A,N,,2000000.0,119.5489,,0.522977,,20221111.0,114820.0,20221111.0,115025.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2100.0
98,99,2101.0,T,LBDBV5036443,530307AA5,BBG00WXXKRH0,C144A,N,,2500000.0,97.0,,2.907399,,20221111.0,115027.0,20221111.0,115034.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2101.0
99,100,2167.0,T,W5473717,94419LAN1,BBG019K2VZR1,C144A,N,,1100000.0,84.763,,7.020374,,20221111.0,115936.0,20221111.0,115936.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2167.0
100,101,2170.0,T,SNAP5359242,83304AAG1,BBG01573S4W9,C144A,N,,2999000.0,68.0442,,7.561055,,20221111.0,120011.0,20221111.0,120012.0,20221115.0,,,B,0.0,P,0.0,,D,D,,,,S1,N,,,20221111.0,2170.0
101,102,2177.0,T,SNAP5359242,83304AAG1,BBG01573S4W9,C144A,N,,1000.0,68.0442,,7.561055,,20221111.0,120030.0,20221111.0,120031.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2177.0
102,103,2195.0,T,SNAP5359242,83304AAG1,BBG01573S4W9,C144A,N,,2999000.0,68.0442,,7.561055,,20221111.0,120110.0,20221111.0,120208.0,20221115.0,,,S,0.0,,0.0,P,D,D,,,,S1,Y,,,20221111.0,2195.0
103,104,2198.0,T,SMTC5487302,816850AE1,BBG019Z09FG0,C144A,N,,1500000.0,102.6762,,1.069566,,20221111.0,120350.0,20221111.0,120351.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,2198.0
104,105,2237.0,T,IACF4857901,44932KAA4,BBG00P815RB6,C144A,N,,4500000.0,94.0002,,2.934137,,20221111.0,121456.0,20221111.0,121456.0,20221115.0,,,S,0.0,,0.0,P,D,C,,,,S1,Y,,,20221111.0,2237.0
105,106,2238.0,T,RPAY5111882,76029LAA8,BBG00YXM4G28,C144A,N,,2000000.0,68.9411,,,,20221111.0,121544.0,20221111.0,121545.0,20221115.0,,,B,0.0,P,0.0,,D,C,,,,S1,Y,,,20221111.0,2238.0
